# Gaussian list for /home/afrosamurai/AstroREU/AstroREU-2020/VLASS1.1.ql.T05t08.J050750-213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
# Generated by PyBDSM version 1.9.2
# Reference frequency of the detection ("ch0") image: 3.00000e+09 Hz
# Equinox : 2000.0 

# Gaus_id, Isl_id, Source_id, Wave_id, RA, E_RA, DEC, E_DEC, Total_flux, E_Total_flux, Peak_flux, E_Peak_flux, Xposn, E_Xposn, Yposn, E_Yposn, Maj, E_Maj, Min, E_Min, PA, E_PA, Maj_img_plane, E_Maj_img_plane, Min_img_plane, E_Min_img_plane, PA_img_plane, E_PA_img_plane, DC_Maj, E_DC_Maj, DC_Min, E_DC_Min, DC_PA, E_DC_PA, DC_Maj_img_plane, E_DC_Maj_img_plane, DC_Min_img_plane, E_DC_Min_img_plane, DC_PA_img_plane, E_DC_PA_img_plane, Isl_Total_flux, E_Isl_Total_flux, Isl_rms, Isl_mean, Resid_Isl_rms, Resid_Isl_mean, S_Code
   0,    0,    0,    0, 77.11392596073289, 0.00001063966586, -21.02896119804382, 0.00001439808978, 0.00406608013703, 0.00027090487609, 0.00325610676915, 0.00013239630734, 1350.97746486357573, 0.03830266683927, 3555.47396558144101, 0.05183138158968, 0.00078796736666, 0.00003762068675, 0.00054941204651, 0.00001902541596, 30.09898113690279, 5.40636876136184, 0.00078795379984, 0.00003761949853, 0.00054940127113, 0.00001902531616, 30.15334116947773, 5.46072879393677, 0.00045104437652, 0.00003762068675, 0.00000000000000, 0.00001902541596, 10.33514766172663, 5.40636876136184, 0.00045103121221, 0.00003761949853, 0.00000000000000, 0.00001902531616, 10.38950769430157, 5.46072879393677, 0.00411789235038, 0.00046263212185, 0.00012947093637, -0.00000019661061, 0.00010448502871, 0.00002752749788, S   
